title,published_date,duration,views,likes,comments,engagement_rate,day_of_week,hour,Month,Day,Hour,TitleLength,DayOfWeek
Nexus 6 (Shamu) Thoughts!,2014-10-05 20:00:08+00:00,5.25,738964,20196,2712,0.03100015697652389,Sunday,20,2014-10,Sunday,20,25,6
Samsung Galaxy Alpha Review!,2014-10-02 02:28:02+00:00,4.8,1728838,22798,2545,0.014658979036786559,Thursday,2,2014-10,Thursday,2,28,3
MKBHD Update 10.2!,2014-09-26 22:25:38+00:00,3.533333333333333,845893,45574,6290,0.061312719220988944,Friday,22,2014-09,Friday,22,18,4
iPhone 6 Plus #BendGate: Explained!,2014-09-24 17:59:32+00:00,4.966666666666667,2452186,48728,4968,0.021897197031546547,Wednesday,17,2014-09,Wednesday,17,35,2
iPhone 6 Impressions!,2014-09-19 22:11:35+00:00,5.816666666666666,3458039,39273,4950,0.012788461899938087,Friday,22,2014-09,Friday,22,21,4
Moto X (2014) Review!,2014-09-19 04:11:59+00:00,10.766666666666667,1812937,47055,2998,0.027608791700980233,Friday,4,2014-09,Friday,4,21,4
Moto 360 Review!,2014-09-15 14:05:49+00:00,10.883333333333333,2303960,51447,3028,0.023644073681834753,Monday,14,2014-09,Monday,14,16,0
Apple Watch Impressions!,2014-09-11 00:28:16+00:00,6.683333333333334,3045541,68344,5691,0.02430930990585909,Thursday,0,2014-09,Thursday,0,24,3
Samsung Galaxy Note Edge Impressions!,2014-09-03 23:20:30+00:00,4.633333333333334,5634331,44744,6411,0.009079161305929666,Wednesday,23,2014-09,Wednesday,23,37,2
Samsung Galaxy Note 4 Impressions!,2014-09-03 20:03:44+00:00,6.116666666666666,2269875,35951,3127,0.017215925987113828,Wednesday,20,2014-09,Wednesday,20,34,2
The Truth About Beats by Dre!,2014-08-31 00:47:08+00:00,6.466666666666667,9735074,211186,22975,0.024053335393238923,Sunday,0,2014-08,Sunday,0,29,6
What's on my Tech: 2014! (Back to School),2014-08-24 00:31:00+00:00,12.85,952547,24701,2108,0.028144542998928136,Sunday,0,2014-08,Sunday,0,41,6
NVIDIA Shield Tablet Review!,2014-08-21 15:24:32+00:00,7.616666666666666,1216289,23381,1953,0.02082893128195684,Thursday,15,2014-08,Thursday,15,28,3
Sony RX100 MKIII Review!,2014-08-16 20:49:33+00:00,7.216666666666667,1140234,28932,1921,0.027058480978465825,Saturday,20,2014-08,Saturday,20,24,5
Prime Phones: Explained!,2014-08-09 01:38:22+00:00,5.1,676284,24095,1332,0.03759810966990199,Saturday,1,2014-08,Saturday,1,24,5
Android Wear Review! (Smartwatches),2014-08-04 23:32:01+00:00,7.866666666666666,1012608,22939,1591,0.024224576538996335,Monday,23,2014-08,Monday,23,35,0
Nexus 6 & Nexus 9 Wishlist!,2014-08-03 17:15:23+00:00,6.466666666666667,606976,24222,2373,0.04381557096161957,Sunday,17,2014-08,Sunday,17,27,6
OnePlus One: Revisited!,2014-07-26 20:54:00+00:00,5.55,1134535,21385,2752,0.0212747954007589,Saturday,20,2014-07,Saturday,20,23,5
Ask MKBHD V3!,2014-07-24 21:00:11+00:00,8.966666666666667,399226,28131,3478,0.07917570498915401,Thursday,21,2014-07,Thursday,21,13,3
iPhone 6 Sapphire: Explained!,2014-07-19 03:34:09+00:00,7.233333333333333,3203335,37732,3545,0.012885633254093,Saturday,3,2014-07,Saturday,3,29,5
iPhone 6 Sapphire Crystal Display!,2014-07-07 22:44:18+00:00,5.033333333333333,9222064,60440,7194,0.007333933054465898,Monday,22,2014-07,Monday,22,34,0
MKBHD Edition Macbook Pro! (Colorware Custom),2014-07-04 18:57:09+00:00,5.55,1256399,35253,2704,0.030210944134785207,Friday,18,2014-07,Friday,18,45,4
LG G3 Mass Giveaway! [CLOSED],2014-07-02 22:53:30+00:00,2.9,506716,43287,0,0.0854265505727074,Wednesday,22,2014-07,Wednesday,22,29,2
Top 5 Best Android L Features!,2014-06-28 21:18:44+00:00,6.966666666666667,1468326,40168,3804,0.02994702811228569,Saturday,21,2014-06,Saturday,21,30,5
Moto 360 Impressions!,2014-06-27 05:18:25+00:00,4.416666666666667,1013555,19980,1575,0.02126672948187321,Friday,5,2014-06,Friday,5,21,4
LG G Watch Hands-on Impressions!,2014-06-26 06:52:49+00:00,3.0,395855,10624,555,0.028240138434527794,Thursday,6,2014-06,Thursday,6,32,3
Amazon Fire Phone: Explained!,2014-06-19 21:24:46+00:00,6.05,1361633,27664,2479,0.022137389443410965,Thursday,21,2014-06,Thursday,21,29,3
LG G3 Review!,2014-06-19 00:34:06+00:00,10.35,2846930,33549,5388,0.013676837856919559,Thursday,0,2014-06,Thursday,0,13,3
Samsung Galaxy Note 4 Hype!,2014-06-11 01:00:28+00:00,6.366666666666666,727176,16286,1754,0.02480829950383401,Wednesday,1,2014-06,Wednesday,1,27,2
LG G3 QHD Display Review!,2014-06-07 00:28:43+00:00,5.883333333333334,872679,20239,1852,0.02531400434753214,Saturday,0,2014-06,Saturday,0,25,5
iOS 8 Features & Impressions!,2014-06-04 19:20:45+00:00,6.383333333333334,1226961,30729,4002,0.02830652319022365,Wednesday,19,2014-06,Wednesday,19,29,2
The Problem with Phone Cases!,2014-06-02 03:49:34+00:00,4.633333333333334,2110748,44769,9793,0.025849604026629423,Monday,3,2014-06,Monday,3,29,0
MKBHD Setup Tour 2014!,2014-05-31 18:51:50+00:00,14.666666666666666,1542593,33611,4296,0.024573558936154902,Saturday,18,2014-05,Saturday,18,22,5
LG G3 Impressions!,2014-05-27 17:00:05+00:00,6.116666666666666,1319060,24554,2532,0.020534319894470306,Tuesday,17,2014-05,Tuesday,17,18,1
The iPhone 6 Model!,2014-05-25 22:09:02+00:00,5.016666666666667,7631450,44131,8052,0.006837887950520543,Sunday,22,2014-05,Sunday,22,19,6
Curved TVs: Explained!,2014-05-24 02:14:56+00:00,5.066666666666666,3735579,35577,3076,0.010347258082348145,Saturday,2,2014-05,Saturday,2,22,5
OnePlus One Review!,2014-05-20 03:28:12+00:00,12.166666666666666,3333264,64274,7574,0.02155484834084549,Tuesday,3,2014-05,Tuesday,3,19,1
Ask MKBHD V2!,2014-05-15 02:02:31+00:00,5.983333333333333,320387,15003,1535,0.05161882348534741,Thursday,2,2014-05,Thursday,2,13,3
Top 5 OnePlus One Features! (Cyanogenmod 11S),2014-05-07 04:30:58+00:00,8.183333333333334,929262,25316,1960,0.029352324748025852,Wednesday,4,2014-05,Wednesday,4,45,2
Top 5 Tesla Model S Features!,2014-05-03 04:19:24+00:00,11.116666666666667,1526946,43632,3905,0.031132076707362278,Saturday,4,2014-05,Saturday,4,29,5
Giveaway: MKBHD Edition Nexus 5! [CLOSED],2014-04-28 19:51:05+00:00,3.95,483660,34008,0,0.07031385684158294,Monday,19,2014-04,Monday,19,41,0
OnePlus One Impressions!,2014-04-24 19:44:52+00:00,5.716666666666667,582002,19798,2241,0.0378675674654039,Thursday,19,2014-04,Thursday,19,24,3
HTC One M8 Google Play Edition Review!,2014-04-20 20:13:46+00:00,5.833333333333333,805890,20028,1576,0.026807628832719105,Sunday,20,2014-04,Sunday,20,38,6
Oppo Find 7a Review!,2014-04-19 18:48:05+00:00,12.45,706423,21311,1347,0.03207426711757686,Saturday,18,2014-04,Saturday,18,20,5
Samsung Galaxy S5 Review!,2014-04-16 23:52:30+00:00,11.816666666666666,2150958,33253,5397,0.01796873765085139,Wednesday,23,2014-04,Wednesday,23,25,2
HTC One M8 Review!,2014-04-09 13:43:23+00:00,15.633333333333333,3711942,50809,6056,0.015319474280578737,Wednesday,13,2014-04,Wednesday,13,18,2
The Setup Tour Project 2014!,2014-04-06 16:00:07+00:00,167.45,1820170,25904,3663,0.016244087090766246,Sunday,16,2014-04,Sunday,16,28,6
HTC One M8 Dot View Case!,2014-03-26 21:50:32+00:00,3.9166666666666665,2165648,33770,2852,0.01691041203371924,Wednesday,21,2014-03,Wednesday,21,25,2
HTC One M8 Impressions!,2014-03-25 22:04:04+00:00,5.75,1151164,28435,2731,0.027073466508681646,Tuesday,22,2014-03,Tuesday,22,23,1
Android Wear: State of Wearable Tech!,2014-03-20 01:59:34+00:00,7.416666666666667,420039,17602,1420,0.04528627103673707,Thursday,1,2014-03,Thursday,1,37,3
Ask MKBHD V1!,2014-03-16 21:13:35+00:00,6.866666666666666,459701,16507,2140,0.04056332268148209,Sunday,21,2014-03,Sunday,21,13,6
Top 5 Upcoming Smartphones! (Early 2014),2014-03-03 23:56:09+00:00,7.216666666666667,849408,27136,3599,0.036184024638336344,Monday,23,2014-03,Monday,23,40,0
The State of 4K: Early 2014!,2014-03-01 00:07:32+00:00,7.166666666666667,686379,23332,2569,0.037735711611223535,Saturday,0,2014-03,Saturday,0,28,5
Samsung Galaxy S5 Impressions!,2014-02-25 02:12:56+00:00,7.083333333333333,3583540,54629,4549,0.016513838271653168,Tuesday,2,2014-02,Tuesday,2,30,1
MKBHD Update 10.1!,2014-02-24 01:00:41+00:00,5.733333333333333,342314,16985,1151,0.052980596762037195,Monday,1,2014-02,Monday,1,18,0
New Mac Pro Review!,2014-02-20 17:11:07+00:00,9.033333333333333,1871654,28995,3202,0.017202431646020044,Thursday,17,2014-02,Thursday,17,19,3
Audio Technica ATH-M50X Review!,2014-02-15 21:54:47+00:00,4.566666666666666,2486149,45155,4567,0.019999605816063318,Saturday,21,2014-02,Saturday,21,31,5
"1,000,000!",2014-02-12 22:00:29+00:00,3.85,511259,44400,5711,0.09801490047118976,Wednesday,22,2014-02,Wednesday,22,10,2
HTC M8: What to Expect!,2014-02-08 20:43:34+00:00,5.5,444327,13612,976,0.03283167577032231,Saturday,20,2014-02,Saturday,20,23,5
Samsung Galaxy S5: What to Expect!,2014-02-08 20:43:25+00:00,6.6,354447,12109,963,0.036879984877851976,Saturday,20,2014-02,Saturday,20,34,5
Bright Red Google Nexus 5!,2014-02-07 01:50:52+00:00,3.566666666666667,343906,11405,1464,0.03742010898326868,Friday,1,2014-02,Friday,1,26,4
Google Sells Motorola: Explained!,2014-01-31 23:53:37+00:00,10.1,752121,24175,1744,0.03446121036375796,Friday,23,2014-01,Friday,23,33,4
Setup Tour Project 2014!,2014-01-29 22:49:56+00:00,3.75,341543,11946,712,0.03706121923154625,Wednesday,22,2014-01,Wednesday,22,24,2
Top 5 Wearable Tech! (Early 2014),2014-01-25 22:21:32+00:00,9.033333333333333,753860,16668,1385,0.023947417292335446,Saturday,22,2014-01,Saturday,22,33,5
New Mac Pro Performance Review!,2014-01-21 19:57:14+00:00,6.266666666666667,610511,13294,1131,0.023627747902986187,Tuesday,19,2014-01,Tuesday,19,31,1
Samsung Galaxy Note 3: Revisited!,2014-01-19 00:01:00+00:00,6.366666666666666,668306,13664,1417,0.022566010180965008,Sunday,0,2014-01,Sunday,0,33,6
New Mac Pro Unboxing & Impressions!,2014-01-14 00:43:21+00:00,4.316666666666666,701774,18507,2975,0.030610994422705887,Tuesday,0,2014-01,Tuesday,0,35,1
Best Cars of CES 2014!,2014-01-11 14:36:55+00:00,3.8,549773,11195,1547,0.023176838440592755,Saturday,14,2014-01,Saturday,14,22,5
Samsung Galaxy NotePro & TabPro at CES 2014!,2014-01-10 18:51:41+00:00,4.766666666666667,294076,9067,596,0.0328588528135584,Friday,18,2014-01,Friday,18,44,4
Tesla Model S at CES 2014!,2014-01-09 16:46:42+00:00,2.433333333333333,207324,8524,666,0.04432675425903417,Thursday,16,2014-01,Thursday,16,26,3
Sony Xperia Z1S & Z1 Compact at CES 2014!,2014-01-09 08:34:21+00:00,2.1166666666666667,235070,6820,318,0.03036542306546986,Thursday,8,2014-01,Thursday,8,41,3
4K Cameras at CES 2014!,2014-01-08 21:40:54+00:00,4.966666666666667,351816,9689,706,0.02954669486322396,Wednesday,21,2014-01,Wednesday,21,23,2
CES 2014 Gear Bag Tour!,2014-01-07 09:32:04+00:00,6.933333333333334,386582,13437,1302,0.038126451826520635,Tuesday,9,2014-01,Tuesday,9,23,1
MKBHD Update 10.0! (CES 2014),2014-01-04 22:16:45+00:00,3.35,270053,13057,1131,0.052537835165689696,Saturday,22,2014-01,Saturday,22,29,5
Top 5 Tablets (Early 2014) Collab!,2014-01-03 17:43:36+00:00,6.916666666666667,769592,17928,2762,0.026884375097454234,Friday,17,2014-01,Friday,17,34,4
Nexus 5: Revisited! (What's on my Phone),2013-12-24 16:57:32+00:00,5.933333333333334,858262,17009,1481,0.021543537987234667,Tuesday,16,2013-12,Tuesday,16,40,1
Top 5 Smartphones of 2013!,2013-12-21 23:00:59+00:00,7.283333333333333,758512,20174,4481,0.032504429725567954,Saturday,23,2013-12,Saturday,23,26,5
Oppo Find 7 Rant!,2013-12-19 19:03:53+00:00,8.366666666666667,360900,14984,1698,0.046223330562482685,Thursday,19,2013-12,Thursday,19,17,3
Nokia Lumia 1520 Review!,2013-12-17 19:44:16+00:00,7.616666666666666,2038062,28186,3152,0.015376372259528905,Tuesday,19,2013-12,Tuesday,19,24,1
Google Play Editions: Explained!,2013-12-12 23:54:14+00:00,5.833333333333333,505395,19433,2557,0.04351052147330306,Thursday,23,2013-12,Thursday,23,32,3
Motorola Moto G Review!,2013-12-08 21:55:40+00:00,9.516666666666667,2653815,25843,3163,0.010929925409269297,Sunday,21,2013-12,Sunday,21,23,6
MKBHD Hangout with Motorola CEO Dennis Woodside!,2013-12-06 18:45:05+00:00,39.733333333333334,0,13011,1136,inf,Friday,18,2013-12,Friday,18,48,4
Oppo N1 Review! (Cyanogenmod Phone),2013-12-05 23:45:58+00:00,9.3,2646123,37087,2441,0.014938081109608283,Thursday,23,2013-12,Thursday,23,35,3
Google Nexus 5 vs Moto X! ($350),2013-11-27 21:36:16+00:00,8.033333333333333,663619,13206,1716,0.022485793806385893,Wednesday,21,2013-11,Wednesday,21,32,2
Sony PS4 vs XBox One Impressions!,2013-11-25 22:26:34+00:00,8.383333333333333,2238700,45130,9100,0.024223879930316702,Monday,22,2013-11,Monday,22,33,0
LG G Flex Self Healing Demo!,2013-11-18 20:49:33+00:00,5.116666666666666,8139182,105489,5370,0.0136204105031685,Monday,20,2013-11,Monday,20,28,0
Samsung Galaxy Round Review!,2013-11-16 19:10:57+00:00,6.566666666666666,1341363,34213,3683,0.028251860234701567,Saturday,19,2013-11,Saturday,19,28,5
Apple iPad Air Review!,2013-11-14 00:57:49+00:00,9.0,2038212,36607,3160,0.019510728030253967,Thursday,0,2013-11,Thursday,0,22,3
Google Nexus 5 Review!,2013-11-08 19:11:37+00:00,15.05,2688467,48215,5252,0.019887541859357025,Friday,19,2013-11,Friday,19,22,4
Google Nexus 5: Black vs White!,2013-11-04 23:07:14+00:00,4.55,543773,15444,1877,0.031853365282939756,Monday,23,2013-11,Monday,23,31,0
How Google Now is Taking Over!,2013-11-02 23:16:23+00:00,6.766666666666667,566075,17049,2312,0.03420218168970543,Saturday,23,2013-11,Saturday,23,30,5
Top 5 Android 4.4 Kitkat Features!,2013-11-01 01:20:00+00:00,10.8,1944055,37697,4600,0.021757100493555996,Friday,1,2013-11,Friday,1,34,4
Motorola Ara Impressions!,2013-10-29 21:50:08+00:00,5.6,1097937,23720,2956,0.02429647602731304,Tuesday,21,2013-10,Tuesday,21,25,1
Samsung Galaxy Gear Review!,2013-10-25 00:17:43+00:00,10.233333333333333,1248403,23756,3060,0.021480243158659502,Friday,0,2013-10,Friday,0,27,4
Sony Xperia Z1 Review!,2013-10-21 23:30:57+00:00,9.1,1131675,14341,2357,0.014755119623566838,Monday,23,2013-10,Monday,23,22,0
Curved Display Smartphones: Explained!,2013-10-19 16:25:33+00:00,6.533333333333333,627464,21470,2244,0.0377934032868818,Saturday,16,2013-10,Saturday,16,38,5
Top 5  Best Smartphone Cameras!,2013-10-16 03:24:18+00:00,12.45,2084843,28198,4871,0.015861626031312668,Wednesday,3,2013-10,Wednesday,3,31,2
Apple iPhone 5s Review!,2013-10-12 02:40:39+00:00,13.533333333333333,11056773,156424,21512,0.016092941403427565,Saturday,2,2013-10,Saturday,2,23,5
Google Nexus 5: What to Expect!,2013-10-07 21:02:35+00:00,6.066666666666666,320493,10331,1688,0.037501599098888276,Monday,21,2013-10,Monday,21,31,0
Samsung Galaxy Note 3 Review!,2013-10-02 23:06:28+00:00,12.533333333333333,4079394,84731,9478,0.023093871295589492,Wednesday,23,2013-10,Wednesday,23,29,2
Samsung Galaxy Note 3 Sizeup!,2013-09-25 22:52:51+00:00,4.466666666666667,262219,13586,1306,0.05679222329426929,Wednesday,22,2013-09,Wednesday,22,29,2
LG G2 Review!,2013-09-24 00:14:04+00:00,8.183333333333334,2656186,31255,3829,0.013208412362688457,Tuesday,0,2013-09,Tuesday,0,13,1
The New Cyanogenmod!,2013-09-18 22:21:31+00:00,7.783333333333333,1007877,23097,3637,0.02652506208594898,Wednesday,22,2013-09,Wednesday,22,20,2
Phonebloks: Explained!,2013-09-13 21:46:39+00:00,5.616666666666666,1272071,25830,2298,0.02211197330966589,Friday,21,2013-09,Friday,21,22,4
Samsung Galaxy Note 3 Impressions!,2013-09-09 20:41:59+00:00,5.65,364309,9782,1265,0.030323159735279666,Monday,20,2013-09,Monday,20,34,0
Sony RX100 M2 Review!,2013-09-06 21:30:07+00:00,7.416666666666667,454518,12015,1723,0.03022542561570719,Friday,21,2013-09,Friday,21,21,4
Google Glass Explorer Edition: Explained!,2013-08-30 23:40:08+00:00,10.333333333333334,6337914,88724,14851,0.01634212770952714,Friday,23,2013-08,Friday,23,41,4
5 Moto X Tips & Tricks!,2013-08-23 22:23:18+00:00,8.35,475703,9537,1424,0.023041687775776063,Friday,22,2013-08,Friday,22,23,4
Nokia Lumia 1020 Review!,2013-08-20 22:38:23+00:00,10.6,3274454,59605,8832,0.020900278336479915,Tuesday,22,2013-08,Tuesday,22,24,1
Top 5 Best Headphones Under $200!,2013-08-16 22:35:55+00:00,9.2,4703829,60674,7794,0.014555801241924397,Friday,22,2013-08,Friday,22,33,4
The Perfect Smartphone! (2013),2013-08-13 23:17:35+00:00,7.366666666666666,860988,17978,4502,0.026109539273485808,Tuesday,23,2013-08,Tuesday,23,30,1
Motorola Moto X Review!,2013-08-10 01:13:49+00:00,13.516666666666667,2031173,34476,4848,0.019360241594389056,Saturday,1,2013-08,Saturday,1,23,5
Nexus 7 (2013) Review!,2013-08-06 23:23:49+00:00,7.95,1087028,29817,3140,0.03031844625897401,Tuesday,23,2013-08,Tuesday,23,22,1
Moto X Features: Explained!,2013-08-02 19:44:58+00:00,9.5,703115,29190,3380,0.04632243658576478,Friday,19,2013-08,Friday,19,27,4
Top 5 Android 4.3 Features!,2013-07-31 20:27:29+00:00,5.616666666666666,545586,20101,1543,0.03967110593013751,Wednesday,20,2013-07,Wednesday,20,27,2
Google Chromecast Review!,2013-07-29 21:55:35+00:00,7.583333333333333,3890201,26738,2665,0.007558221284709968,Monday,21,2013-07,Monday,21,25,0
Ubuntu Edge: Explained!,2013-07-26 23:50:52+00:00,8.083333333333334,373231,11271,1586,0.03444783525484218,Friday,23,2013-07,Friday,23,23,4
Samsung Galaxy Note 3 Hype!,2013-07-23 00:53:50+00:00,7.25,709434,13083,4082,0.024195344457694445,Tuesday,0,2013-07,Tuesday,0,27,1
Giveaway: Google Edition HTC One or Galaxy S4!,2013-07-19 01:03:11+00:00,2.533333333333333,144724,14687,0,0.10148282247588514,Friday,1,2013-07,Friday,1,46,4
Google Edition HTC One Review!,2013-07-15 00:23:39+00:00,7.266666666666667,317986,8514,1439,0.03130012013107495,Monday,0,2013-07,Monday,0,30,0
Nokia Lumia 925 Review!,2013-07-10 23:46:55+00:00,8.633333333333333,757401,14886,2024,0.022326350242473935,Wednesday,23,2013-07,Wednesday,23,23,2
Top 5 Fastest Discontinued Tech Products!,2013-07-04 15:57:48+00:00,10.366666666666667,2631750,43561,5129,0.018500997435166713,Thursday,15,2013-07,Thursday,15,41,3
MKBHD Update 9.0!,2013-07-01 23:37:09+00:00,9.433333333333334,208626,8230,1998,0.04902552893694937,Monday,23,2013-07,Monday,23,17,0
"13"" Macbook Air 2013 Review!",2013-06-25 22:35:37+00:00,6.65,1014726,13088,2258,0.015123294367149358,Tuesday,22,2013-06,Tuesday,22,28,1
Samsung Galaxy Mega Review!,2013-06-23 00:02:34+00:00,7.483333333333333,1204537,23872,3634,0.022835330089486666,Sunday,0,2013-06,Sunday,0,27,6
5 True Facts about Google X!,2013-06-19 00:55:06+00:00,6.316666666666666,505111,16396,1605,0.035637711314938696,Wednesday,0,2013-06,Wednesday,0,28,2
Where iOS 7 Features Come From!,2013-06-13 17:23:33+00:00,12.416666666666666,1270119,51460,7154,0.04614843176111845,Thursday,17,2013-06,Thursday,17,31,3
2013 Mac Pro: Explained!,2013-06-11 21:23:29+00:00,8.2,623139,15953,2866,0.03020032448619008,Tuesday,21,2013-06,Tuesday,21,24,1
How Google is Taking Back Android!,2013-06-07 20:41:34+00:00,6.2,210431,12908,978,0.06598837623734145,Friday,20,2013-06,Friday,20,34,4
What's on my Android Phone 2013!,2013-06-04 22:08:20+00:00,8.816666666666666,632013,13970,1667,0.0247415796826964,Tuesday,22,2013-06,Tuesday,22,32,1
Top 5 Most Overhyped Tech!,2013-05-31 01:20:06+00:00,8.416666666666666,1444506,27404,3444,0.021355397623824338,Friday,1,2013-05,Friday,1,26,4
LG Optimus G Pro Review!,2013-05-27 19:43:25+00:00,8.083333333333334,589704,9297,1300,0.017970032423046137,Monday,19,2013-05,Monday,19,24,0
Beats Audio: Explained!,2013-05-23 02:57:38+00:00,7.45,1874302,42358,3898,0.024679053855782045,Thursday,2,2013-05,Thursday,2,23,3
Top 10 Google I/O 2013 Announcements!,2013-05-17 20:01:07+00:00,14.2,185826,11172,1072,0.06588959564323614,Friday,20,2013-05,Friday,20,37,4
Google Edition Galaxy S4: Explained!,2013-05-16 17:09:48+00:00,8.316666666666666,266524,8491,1691,0.038202938572136094,Thursday,17,2013-05,Thursday,17,36,3
Motorola X-Phone Rumor Rant!,2013-05-11 23:24:42+00:00,5.733333333333333,115953,8881,1144,0.08645744396436487,Saturday,23,2013-05,Saturday,23,28,5
Samsung Galaxy S4 vs HTC One!,2013-05-08 22:32:42+00:00,12.65,963920,22019,4853,0.02787783218524359,Wednesday,22,2013-05,Wednesday,22,29,2
HTC One Review!,2013-05-03 16:07:45+00:00,11.616666666666667,2356202,36646,4188,0.017330432619953637,Friday,16,2013-05,Friday,16,15,4
Samsung Galaxy S4 Review!,2013-05-01 00:50:25+00:00,10.65,1975115,22850,3767,0.01347617733650952,Wednesday,0,2013-05,Wednesday,0,25,2
Samsung Galaxy S4 Word Game Interview!,2013-04-26 18:56:14+00:00,5.266666666666667,89095,6729,584,0.08208092485549133,Friday,18,2013-04,Friday,18,38,4
Google Babel: Explained!,2013-04-23 23:51:18+00:00,6.3,220933,9123,978,0.04571974308953393,Tuesday,23,2013-04,Tuesday,23,24,1
Top 5 1080p Smartphones!,2013-04-18 23:26:35+00:00,8.216666666666667,651381,13218,3372,0.025468965167851073,Thursday,23,2013-04,Thursday,23,24,3
Oppo Find 5 Project Firefly!,2013-04-17 00:12:13+00:00,8.166666666666666,161212,5037,944,0.03710021586482396,Wednesday,0,2013-04,Wednesday,0,28,2
Five Facts About Me!,2013-04-12 20:40:57+00:00,8.233333333333333,1266038,44924,5463,0.03979896338024609,Friday,20,2013-04,Friday,20,20,4
5 True Facts about Android!,2013-04-07 23:38:10+00:00,6.733333333333333,1274541,29151,3458,0.02558489683737126,Sunday,23,2013-04,Sunday,23,27,6
